# GitHub repository-search snapshot
# Query family: webmcp created:YYYY-MM-DD fork:false
# Snapshot date: 2026-09-02 (Asia/Kolkata)
# Scope: repositories created from 2026-08-25 through 2026-09-02 inclusive.
# Important: a search match is not proof that the repository implements the current WebMCP API.
# Columns: repo, created_at, stars, language, description, homepage, github_url
repo	created_at	stars	language	description	homepage	github_url
cesar-finlandia/OpsFlow	2026-09-01T20:00:56Z	0	TypeScript	WebMCP-powered ops console 	https://ops-flow-webmcp.vercel.app	https://github.com/cesar-finlandia/OpsFlow
clarityintegrations/crm-health-doctor	2026-09-01T19:57:26Z	0	Python	Deterministic CRM reliability diagnostics with a governed, read-only WebMCP human-agent co-review layer.		https://github.com/clarityintegrations/crm-health-doctor
clblanc0/protocolos-webmcp	2026-09-01T20:09:27Z	0	TypeScript	Agent-ready synthetic research-study operations built for the OpenAI WebMCP Challenge.		https://github.com/clblanc0/protocolos-webmcp
clusteruni-debug/finalpick-webmcp	2026-09-01T00:27:39Z	0	JavaScript	Human-controlled creative decision memory with browser-native WebMCP tools.		https://github.com/clusteruni-debug/finalpick-webmcp
cochinoraptor/WebMCPcss	2026-09-01T10:09:16Z	0	TypeScript	WebMCPcss extiende el estándar WebMCP con una idea simple: describir las herramientas que un agente de IA puede usar en una web mediante un archivo .webmcp.css — CSS estándar con propiedades personalizadas webmcp-*:		https://github.com/cochinoraptor/WebMCPcss
codersguru-hub/askew	2026-09-01T00:19:30Z	0	TypeScript	Askew — a WebMCP-native Vite plugin that lets you point at a live UI element, describe what feels wrong, compare measured fixes, and commit the change.		https://github.com/codersguru-hub/askew
corwinlim/caios-webmcp-challenge	2026-09-01T16:40:32Z	0	TypeScript			https://github.com/corwinlim/caios-webmcp-challenge
curtisslwitt-dotcom/decision-support-network	2026-09-01T16:49:32Z	0	TypeScript	WebMCP-enabled discovery hub for 12 AI decision-support tools. Agents can discover the right tool, then route into a specialized Decision Support App (DSA) for execution — a two-hop WebMCP workflow.		https://github.com/curtisslwitt-dotcom/decision-support-network
dattheshshenoy/roomwright	2026-09-01T06:36:11Z	0	TypeScript	Furnish a room by talking to your AI agent — a WebMCP room planner. Built for The WebMCP Challenge.		https://github.com/dattheshshenoy/roomwright
defi-vic/coplan-webmcp	2026-09-01T20:05:16Z	0	TypeScript			https://github.com/defi-vic/coplan-webmcp
ejaircastillo/webmcp-shared-control	2026-09-01T22:44:39Z	0	JavaScript	Shared human-agent control for WebMCP-powered applications	https://webmcp-shared-control.vercel.app	https://github.com/ejaircastillo/webmcp-shared-control
eludi/precidra-viewer	2026-09-01T13:51:19Z	0	JavaScript	a fully-featured viewer for drawings created by https://precidra.app, including WebMCP		https://github.com/eludi/precidra-viewer
emailproject019-beep/DecisionDesk	2026-09-01T09:14:50Z	0	TypeScript	WebMCP-powered decision analysis workspace		https://github.com/emailproject019-beep/DecisionDesk
emtcmca/referee	2026-09-01T18:28:29Z	0	JavaScript	Double-blind peer review where the page is the boundary between a browser agent and untrusted manuscript text. OpenAI WebMCP Challenge.	https://referee-psi.vercel.app	https://github.com/emtcmca/referee
ers123/family-stay-compiler	2026-09-01T07:29:06Z	0	TypeScript	A synthetic WebMCP demo that compiles complex family requirements into comparable multi-room stay plans.	https://family-stay-compiler.netlify.app	https://github.com/ers123/family-stay-compiler
fami-sura/webmcp-dreamtime-bureaucracy	2026-09-01T17:15:28Z	0	HTML			https://github.com/fami-sura/webmcp-dreamtime-bureaucracy
ferdy252/opsrelay	2026-09-01T00:36:44Z	0	TypeScript	Human-approved field-service dispatch workspace with native WebMCP tools.		https://github.com/ferdy252/opsrelay
fivedollarfridays/ladder	2026-09-01T01:05:21Z	0	Python	A tiered question deck an agent can read, search and build from — but cannot bluff past. WebMCP tools over a finite, remembering deck.		https://github.com/fivedollarfridays/ladder
frappierer/mini-paint-webmcp	2026-09-01T12:10:43Z	0	JavaScript	An image editor you and ChatGPT edit together — 21 WebMCP tools on Adobe App Builder, with one shared undo history. Built for the OpenAI WebMCP Challenge.		https://github.com/frappierer/mini-paint-webmcp
gadgetmonger/agent-readability-lab	2026-09-01T01:19:16Z	0	HTML	An in-browser WebMCP tool that lets an AI agent score, stress-test, and fix a web page's readability for AI agents, live, on the same page.	https://cosmic-meringue-2e798e.netlify.app/	https://github.com/gadgetmonger/agent-readability-lab
geminiyaiwork-arch/ucms-webmcp	2026-09-01T06:43:01Z	0	HTML	AI agent runs your server via WebMCP, with human-in-the-loop approval for destructive ops. WebMCP Challenge entry.		https://github.com/geminiyaiwork-arch/ucms-webmcp
geohot0199/orbit	2026-09-01T07:21:15Z	0	JavaScript	Webmcp that can be used by ai agent to build 2 d object by prompting	https://orbit-seven-dusky.vercel.app/	https://github.com/geohot0199/orbit
hungson175/catalogue-bulk-editor	2026-09-01T04:14:44Z	0	JavaScript	Static WebMCP catalogue bulk editor with staged, human-approved changes		https://github.com/hungson175/catalogue-bulk-editor
hungson175/in-writing-webmcp	2026-09-01T20:49:17Z	0	TypeScript	A debt collector calls. This listens along and warns you before you agree to the payment that would restart the clock on a debt too old to sue on. WebMCP, no transcript stored.	https://hungson175.github.io/in-writing-webmcp/	https://github.com/hungson175/in-writing-webmcp
hungson175/ninety-days-webmcp	2026-09-01T19:54:36Z	0	JavaScript	You have 90 days to exercise your options after leaving - and exercising all of them can cost more in tax than the shares. This finds the exact number to buy. WebMCP.	https://hungson175.github.io/ninety-days-webmcp/	https://github.com/hungson175/ninety-days-webmcp
hungson175/webmcp-origin-trial-rehearsal	2026-09-01T02:08:43Z	0	Python	Isolated stock-Chrome WebMCP origin-trial invocation rehearsal		https://github.com/hungson175/webmcp-origin-trial-rehearsal
huzzy12/formbridge-webmcp	2026-09-01T07:49:32Z	0	TypeScript	Privacy-first, accessible emergency-aid form collaboration demo built with WebMCP.	https://formbridge-webmcp.vercel.app	https://github.com/huzzy12/formbridge-webmcp
iamdflame/concord	2026-09-01T16:54:40Z	0	JavaScript	WebMCP tells an agent what a site can do. Nothing tells it what a site can take back. Concord is that missing layer — and the first agent that cannot overpromise.	https://concord-coordinator.vercel.app	https://github.com/iamdflame/concord
ignaciah/affiliatetresur-webmcp	2026-09-01T01:39:07Z	0	JavaScript			https://github.com/ignaciah/affiliatetresur-webmcp
imstevetran/arion-trip-planner-ui	2026-09-01T04:00:52Z	0	TypeScript	Trip planner frontend for Arion — WebMCP-registered timeline, chat, and map (hackathon submission)		https://github.com/imstevetran/arion-trip-planner-ui
ishaanko/labmcp	2026-09-01T23:37:24Z	0	TypeScript	ChemLab: a virtual chemistry lab shared by a human and an AI agent through WebMCP	https://labmcp.vercel.app	https://github.com/ishaanko/labmcp
ismayilysfli/courseflow-webmcp	2026-09-01T15:48:00Z	0	TypeScript			https://github.com/ismayilysfli/courseflow-webmcp
jadentripp/webmcp-automata	2026-09-01T03:13:32Z	0	JavaScript	A cellular automata playground where humans and AI agents co-create Game of Life universes - WebMCP tools registered via document.modelContext.		https://github.com/jadentripp/webmcp-automata
josenobile/tendero	2026-09-01T08:55:08Z	0	Python	WebMCP storefront that registers the tools a Colombian sale actually needs — cash-on-delivery rails, destination-dependent VAT, four tax treatments, statutory withdrawal, DIAN document validation.		https://github.com/josenobile/tendero
joshuatonga/nodebook	2026-09-01T16:48:14Z	0	TypeScript	A local-first visual workspace shared by people and external agents through WebMCP.	https://nodebook.tinyinternet.dev/	https://github.com/joshuatonga/nodebook
jozai193/runline-webmcp	2026-09-01T03:10:19Z	0	TypeScript	A human-agent event schedule control room powered by native WebMCP tools.	https://runline-control-room.advikmjevoor.chatgpt.site	https://github.com/jozai193/runline-webmcp
juanpatti/3way	2026-09-01T13:02:01Z	0	TypeScript	A WebMCP coordination layer for attributed exchanges between people, their agents, and online services.	https://3way.dev	https://github.com/juanpatti/3way
jwlai-cloud/airlock-webmcp	2026-09-01T03:15:40Z	0	HTML	Two origins. One agent. No rows cross the boundary. WebMCP cross-origin clean room.		https://github.com/jwlai-cloud/airlock-webmcp
jwlai-cloud/webmcp-cleanroom-spike	2026-09-01T01:39:02Z	0	HTML	WebMCP cross-origin tool composition spike (exposedTo / fromOrigins / executeTool)		https://github.com/jwlai-cloud/webmcp-cleanroom-spike
kaiwutech-TW/webmcp-skill	2026-09-01T14:56:22Z	0	TypeScript	Agent skill: make any website agent-ready with WebMCP (navigator.modelContext) — battle-tested playbook + MIT TypeScript templates		https://github.com/kaiwutech-TW/webmcp-skill
kazuma9515/commanddeck-webmcp	2026-09-01T16:35:48Z	0	TypeScript			https://github.com/kazuma9515/commanddeck-webmcp
kigansolutions/reloop-webmcp	2026-09-01T06:09:45Z	0	JavaScript		https://reloop-webmcp.vercel.app	https://github.com/kigansolutions/reloop-webmcp
knowngood-sh/webmcp-verifier	2026-09-01T20:42:06Z	0	JavaScript	The WebMCP verifier behind knowngood.sh: checks whether a page registers tools for browser agents, honours robots.txt and ai-input=no, and never reports "no tools" when it could not ask.	https://knowngood.sh	https://github.com/knowngood-sh/webmcp-verifier
kpsr01/countrylab_webmcp	2026-09-01T12:03:02Z	0	TypeScript		https://countrylab.vercel.app	https://github.com/kpsr01/countrylab_webmcp
ldr-Fulcrum/ffc-the-pass	2026-09-01T02:05:13Z	0		A small operations team's diagnostic-to-approval workflow, worked by a human through a normal web UI and by an AI agent through six explicit, governed WebMCP tools — against the exact same state, with exactly one thing the agent is never allowed to do.		https://github.com/ldr-Fulcrum/ffc-the-pass
leaflanellc/socialsum-webmcp	2026-09-01T17:07:58Z	0	TypeScript	Shared decision rooms for people and their agents, built with WebMCP	https://www.socialsum.com	https://github.com/leaflanellc/socialsum-webmcp
leesle91-gif/trace-webmcp-challenge	2026-09-01T19:55:47Z	0	JavaScript	TRACE WebMCP Alpha — search Core, restore context, confirm next action. Submission for The WebMCP Challenge.		https://github.com/leesle91-gif/trace-webmcp-challenge
liha-app/webmcp-adapter	2026-09-01T08:09:58Z	0	TypeScript	Make any website agent-ready. Add WebMCP tools to sites that never implemented WebMCP, via declarative, origin-scoped, auditable adapters.	https://webmcp-adopter.liha.dev	https://github.com/liha-app/webmcp-adapter
lottooss/CampusOS	2026-09-01T20:59:00Z	0	TypeScript	Agent-native, role-aware school portal for the OpenAI WebMCP Challenge 2026		https://github.com/lottooss/CampusOS
mamalito345/npc-agent-kingdom-WEBMCP	2026-09-01T09:05:03Z	0	TypeScript			https://github.com/mamalito345/npc-agent-kingdom-WEBMCP
markbucky/leadmcp	2026-09-01T20:02:30Z	0	TypeScript	The conversion layer for agent-callable WebMCP tools		https://github.com/markbucky/leadmcp
masonogborne27-beep/webmcp-synth-tutor	2026-09-01T04:42:08Z	1	JavaScript			https://github.com/masonogborne27-beep/webmcp-synth-tutor
mateolafalce/places	2026-09-01T22:17:48Z	1	TypeScript	Pin what matters and let an agent reseat the rest, a WebMCP seating-chart room where tools appear and disappear with your selection and pins.	https://places.mateolafalce.chatgpt.site/	https://github.com/mateolafalce/places
mathieuworoniecki/safeshare-webmcp	2026-09-01T08:03:47Z	0	TypeScript	Local-first PDF and image redaction with privacy-preserving WebMCP tools.	https://mathieuworoniecki.github.io/safeshare-webmcp/	https://github.com/mathieuworoniecki/safeshare-webmcp
micahhassan3-jpg/creatorflow-webmcp	2026-09-01T12:43:19Z	0	HTML			https://github.com/micahhassan3-jpg/creatorflow-webmcp
midorikuramochi/intent-relay	2026-09-01T17:41:37Z	0	TypeScript	Translate human intent across WebMCP-enabled websites — a demonstrated workflow becomes a reviewed Intent Contract, mapped to each site's real capabilities. No click replay.	https://intent-relay-workbench.pages.dev/workbench	https://github.com/midorikuramochi/intent-relay
minatoplanb/outcomemesh	2026-09-01T23:29:38Z	0	TypeScript	OutcomeMesh: turn missing website capabilities into live WebMCP tools and consented, verified multi-site outcomes (WebMCP Challenge 2026)		https://github.com/minatoplanb/outcomemesh
moulishb/webmcp-chess-coach	2026-09-01T12:20:12Z	0	TypeScript			https://github.com/moulishb/webmcp-chess-coach
mshmsh03/pos-webmcp	2026-09-01T22:48:09Z	0	JavaScript	A point-of-sale system with a WebMCP agent interface: an agent works the register while the cashier watches, but only a human can take payment.	https://pos-webmcp.vercel.app	https://github.com/mshmsh03/pos-webmcp
mtsmfm/webmcp-cloud-relay	2026-09-01T10:43:28Z	0	TypeScript		https://relay.webmcp-cloud-relay.workers.dev/	https://github.com/mtsmfm/webmcp-cloud-relay
mystiquemide/nyrqel	2026-09-01T16:11:37Z	0		Source-backed permit readiness for home businesses, with WebMCP tools for human and agent collaboration		https://github.com/mystiquemide/nyrqel
newtownkitchen23-sys/Neurovoice	2026-09-01T07:31:21Z	1		An AI-powered neurological voice biomarker screening application running clinical-grade vocal analytics natively in the browser via WebMCP.		https://github.com/newtownkitchen23-sys/Neurovoice
nick72k/openmic	2026-09-01T16:06:15Z	0	TypeScript	Your AI agent does stand-up on a 3D stage; you heckle. A WebMCP demo.		https://github.com/nick72k/openmic
nilu-mukherjee/kitty	2026-09-01T23:41:34Z	0	TypeScript	Everyone's own AI agent adds their items to one shared group order via WebMCP — Kitty splits the bill automatically.	https://kitty-1003427733440.asia-south1.run.app	https://github.com/nilu-mukherjee/kitty
nischal94/holdthepen	2026-09-01T20:25:11Z	0	TypeScript	You hold the pen. An agent-mediation layer for consequential forms, built on WebMCP.		https://github.com/nischal94/holdthepen
noktohq/haggle	2026-09-01T00:20:01Z	0	JavaScript	Your AI haggles with our AI — WebMCP price negotiation on a real Shopify store. Deals become real single-use discount codes.	https://bikepoint-no.myshopify.com	https://github.com/noktohq/haggle
nonameuserd/webmcp-humanlock	2026-09-01T01:09:23Z	0	TypeScript	HUMANLOCK - The vault you cannot open alone. A WebMCP experiment in human-agent cooperative computing.		https://github.com/nonameuserd/webmcp-humanlock
nrynss/dryrun	2026-09-01T07:50:36Z	0	JavaScript	The interview before the interview. Paste a job posting; ChatGPT runs the interview aloud while the page holds the rubric and scores every answer. A WebMCP app.		https://github.com/nrynss/dryrun
nursa-genai/webmcp-shift-search	2026-09-01T14:45:25Z	0	TypeScript			https://github.com/nursa-genai/webmcp-shift-search
odvcencio/canopy-atlas	2026-09-01T04:41:13Z	0	JavaScript	A WebMCP-native structural code observatory built with GoSX and Canopy	https://atlas.m31labs.dev	https://github.com/odvcencio/canopy-atlas
okaybroda/webmcp-multiplayer	2026-09-01T14:04:45Z	0	TypeScript	Collaborative demo of WebMCP		https://github.com/okaybroda/webmcp-multiplayer
olajuwon74/webmcp-toolforge	2026-09-01T21:49:22Z	0	JavaScript	ToolForge — generate reviewable WebMCP tool annotations from semantic HTML	https://webmcp-toolforge.vercel.app	https://github.com/olajuwon74/webmcp-toolforge
oliviamsnewman-oss/one-trip-win-webmcp	2026-09-01T17:57:55Z	0	TypeScript	Interactive 3D moving-truck planner where people and AI agents share one live WebMCP workspace.	https://moving-day-load-planner.oliviamsnewman.chatgpt.site/	https://github.com/oliviamsnewman-oss/one-trip-win-webmcp
omarkawach/sardrobe	2026-09-01T00:21:25Z	0		Open-source AI digital wardrobe with local image processing, outfit planning, packing lists, WebMCP, and Cloudflare deployment.		https://github.com/omarkawach/sardrobe
osebom/fpl_webmcp	2026-09-01T18:44:24Z	0				https://github.com/osebom/fpl_webmcp
panjiaryasoma/Groundline	2026-09-01T20:20:44Z	0	TypeScript	A shared reasoning workspace where humans map claims and evidence while AI agents use WebMCP to evaluate, triage, trace dependencies, and propose revisions - humans keep final control.		https://github.com/panjiaryasoma/Groundline
petrbroz/ai-aided-design-demo	2026-09-01T08:48:18Z	1	TypeScript	WebMCP demo on top of the APS Viewer, exposing viewer capabilities to an AI agent as browser tools.		https://github.com/petrbroz/ai-aided-design-demo
philbritton/webmcp-glassbox	2026-09-01T13:38:45Z	0	JavaScript	A live inspector for WebMCP tool traffic — and the first WebMCP tool surface that lets an agent debug its own calls. One script tag, zero dependencies.	https://philbritton.github.io/webmcp-glassbox/	https://github.com/philbritton/webmcp-glassbox
